ukbench00000.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ukbench00546.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2750,602,0,0,0,0,0,0,183,731,680,355,0,0,0,0,0,0,8,1718,9426,385,0,0,0,0,0,48,118,3462,1666,1,0,0,0,0,0,0,558,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,103,60,0,0,0,0,0,0,252,2482,495,15,0,0,0,0,0,161,699,400,212,5,0,0,0,0,3,1735,1380,465,90,0,0,0,0,6,193,50,957,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,94,38,0,0,0,0,0,0,37,400,26,2,0,0,0,0,23,590,2088,214,24,0,0,0,0,0,153,842,602,317,0,0,0,0,0,102,7487,614,399,62,0,0,0,0,0,0,37,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,261,66,0,0,0,0,0,0,105,394,50,2,0,0,0,0,45,427,932,48,2,0,0,0,9,116,1225,1765,358,37,0,0,0,0,6,318,4260,774,111,1,0,0,0,47,15,178,85,23,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
4,960,259,0,0,0,0,0,0,625,2909,135,0,0,0,0,0,38,1008,502,61,6,0,0,0,0,1027,769,3264,135,10,0,0,0,170,138,5133,21228,457,1,0,0,0,2,188,2054,1411,370,11,0,0,0,127,150,0,17,9,0,0,0,0,0,0,0,0
5,804,354,0,0,0,0,0,0,633,11386,239,0,0,0,0,0,72,1553,985,399,1,0,0,0,13,2506,468,651,265,1,0,0,0,4083,860,1019,11307,72,1,0,0,1,154,624,18615,95687,1475,1,0,0,0,2,3,712,10995,6964,0,0,0,0,0,0,0,2
6,0,1,0,0,0,0,0,0,1,3476,173,0,0,0,0,0,0,403,824,192,0,0,0,0,0,204,247,544,450,24,0,0,0,134,579,503,182,119,2,0,0,0,852,372,130,4418,23,0,0,0,0,0,0,3517,11165,2047,0,0,0,0,0,0,3,1367
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,26,0,0,0,0,0,0,8,26,25,0,0,0,0,0,2,5,16,23,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,584
ukbench00547.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,922,309,0,0,0,0,0,0,63,1215,916,398,0,0,0,0,0,0,2,892,10018,636,0,0,0,0,0,0,2101,5154,2891,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,10,0,0,0,0,0,0,89,5448,482,2,0,0,0,0,0,587,911,397,214,1,0,0,0,0,0,12,1342,1301,316,0,0,0,0,0,0,17,899,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,9,0,0,0,0,0,0,26,512,37,0,0,0,0,0,12,991,3226,239,28,0,0,0,0,0,125,221,473,328,0,0,0,0,0,19,350,924,381,16,0,0,0,0,0,0,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,114,14,0,0,0,0,0,0,109,321,42,1,0,0,0,0,50,632,744,78,10,0,0,0,2,112,1946,2256,294,14,0,0,0,0,0,232,1523,665,158,0,0,0,0,0,38,228,224,94,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
4,737,228,0,0,0,0,0,0,175,945,145,0,0,0,0,0,4,595,684,118,2,0,0,0,1,370,900,2279,263,9,0,0,0,85,61,2941,9418,482,5,0,0,0,0,17,976,1818,385,10,0,0,0,0,19,0,11,60,0,0,0,0,0,0,0,0
5,991,833,0,0,0,0,0,0,838,18036,464,1,0,0,0,0,36,2941,977,396,3,0,0,0,7,3094,414,748,164,1,0,0,0,6549,1432,2133,11554,43,0,0,0,0,173,256,24701,76623,522,5,0,0,0,2,55,470,1454,178,0,0,0,0,0,0,0,7
6,0,31,0,0,0,0,0,0,1,8042,153,0,0,0,0,0,0,1013,993,83,4,0,0,0,0,519,258,800,477,63,0,0,0,992,405,393,287,227,1,0,0,12,1140,695,238,2069,164,0,0,0,0,0,42,3683,17605,6686,0,0,0,0,0,0,40,17794
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,0,0,0,0,0,0,0,38,44,0,0,0,0,0,0,79,24,34,0,0,0,0,0,133,9,31,32,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,1,6011
ukbench00548.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,8,5,0,0,0,0,0,0,0,7759,6,393,91,0,0,0,0,1584,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,7,0,0,0,0,0,0,6,27271,233,166,40,0,0,0,1,63263,49967,54,171,0,0,0,0,0,938,202,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,512,9,86,0,0,0,0,2,2132,7080,261,56,0,0,0,0,178,4660,6249,153,19,0,0,0,0,4,480,16,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,31,71,31,0,0,0,0,0,314,9765,61,0,0,0,0,0,1610,8270,18756,367,76,0,0,0,0,14,1621,2842,106,0,0,0,0,0,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,532,528,1,0,0,0,0,0,29,716,135,0,0,0,0,0,78,3595,2683,18,0,0,0,0,0,295,2055,8144,445,2,0,0,0,0,21,1188,1555,19,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,257,778,0,0,0,0,0,0,49,1259,377,0,0,0,0,0,24,630,856,37,0,0,0,0,2,1256,3228,2112,70,0,0,0,0,1,371,2159,11189,1502,0,0,0,0,0,83,458,2651,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,5,117,0,0,0,0,0,0,18,2007,163,0,0,0,0,0,0,571,976,43,0,0,0,0,3,1083,727,284,32,0,0,0,0,741,1375,1589,1444,98,0,0,0,0,12,215,1930,16468,442,0,0,0,0,0,0,15,441
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,29,16,0,0,0,0,0,0,1,74,13,0,0,0,0,0,0,4,43,14,0,0,0,0,0,0,0,10,70,12,0,0,0,0,0,0,173,6391
ukbench00549.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,312,11,34,48,0,0,0,0,14775,113065,1455,96,0,0,0,0,0,1257,476,0,0,0,0,0,0,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,12,1,16,0,0,0,0,0,1888,25144,1354,1,0,0,0,0,40,5615,10778,35,1,0,0,0,0,14,538,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,7,13,9,0,0,0,0,0,613,17950,55,0,0,0,0,0,261,5401,5749,617,3,0,0,0,0,30,1257,2481,8,0,0,0,0,0,59,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,118,477,3,0,0,0,0,0,73,1633,45,0,0,0,0,0,164,5030,2148,15,0,0,0,0,0,450,1858,6516,474,0,0,0,0,0,50,1163,1705,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,56,233,0,0,0,0,0,0,108,3043,71,0,0,0,0,0,95,867,186,26,0,0,0,0,31,1559,2933,1843,43,0,0,0,0,3,372,2360,12159,3342,0,0,0,0,0,57,465,3707,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,10,2849,98,0,0,0,0,0,0,780,201,42,0,0,0,0,11,1516,416,158,41,0,0,0,1,1375,1376,1569,1656,240,0,0,0,0,8,278,1996,20734,534,0,0,0,0,0,0,20,646
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,51,22,0,0,0,0,0,0,28,111,22,0,0,0,0,0,34,10,75,23,0,0,0,0,0,0,3,16,124,7,0,0,0,0,0,0,19,2897
ukbench00550.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,67,3268,76,0,0,0,0,0,0,22475,50793,135,0,0,0,0,0,14,1303,1300,41,0,53,3,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,159,467,1,0,0,0,0,0,0,1962,10903,705,0,0,0,0,0,75,4312,34920,3281,0,43,4,0,0,24,579,140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,18,2023,13,0,0,0,0,0,0,1910,8718,10,0,0,0,0,0,273,6095,14434,4608,2,5,2,0,0,5,1178,7541,41,17,9,0,0,0,0,71,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,3135,24,0,0,0,0,0,0,869,281,13,1,0,0,0,0,835,2828,2295,93,2,2,0,0,7,223,2852,5803,1018,9,5,0,0,0,7,671,2228,17,13,0,0,0,0,2,15,2,2,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,2164,17,0,0,0,0,0,0,1124,504,4,0,0,0,0,0,730,513,573,170,1,0,0,0,651,962,1868,4047,32,1,0,0,0,59,148,6125,32019,625,17,0,0,0,0,7,424,1201,21,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,295,41,0,0,0,0,0,0,868,408,12,0,0,0,0,0,62,775,2148,474,0,0,0,0,163,835,738,331,30,0,0,0,0,132,779,1003,2969,98,4,0,0,0,13,38,1572,10243,1618,0,0,0,0,0,0,174,797
7,0,0,0,0,0,0,0,0,0,18,79,0,0,0,0,0,0,3,128,16,0,0,0,0,0,0,12,316,2,0,0,0,0,0,1,186,55,24,0,0,0,0,0,64,53,136,79,0,0,0,0,3,11,40,2738,311,0,0,0,0,0,0,796,14106
ukbench00551.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,515,0,0,0,0,0,0,0,4317,16590,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,110,43285,161,4,0,0,0,0,1,13290,15668,0,0,0,0,0,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,310,56,0,0,0,0,0,0,3794,21643,172,0,0,0,0,0,2,2134,3497,0,0,0,0,0,0,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,420,22,0,0,0,0,0,0,494,2300,3,0,0,0,0,0,168,2533,6438,143,0,0,0,0,0,11,972,1001,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,488,87,0,0,0,0,0,0,159,1005,40,0,0,0,0,0,287,2392,1338,6,0,0,0,0,5,615,2063,10899,238,0,0,0,0,0,8,724,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,104,628,5,0,0,0,0,0,25,510,213,0,0,0,0,0,13,802,760,1386,84,0,0,0,0,11,103,4152,106436,1885,0,0,0,0,0,0,319,3387,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,10,49,34,0,0,0,0,0,3,32,30,177,10,0,0,0,0,0,0,372,23781,187,0,0,0,0,0,0,2,12
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukbench00552.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,12732,860,0,0,0,0,0,0,1576,688,52,175,0,0,0,0,0,6,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,254,2,0,0,0,0,0,0,13266,33945,206,1,0,0,0,0,1,540,855,277,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,26,4,0,0,0,0,0,0,124,7005,19,0,0,0,0,0,8,4017,10000,308,0,0,0,0,0,33,1751,2599,568,0,0,0,0,0,0,9,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,8,0,0,0,0,0,0,30,82,16,0,0,0,0,0,40,617,588,15,0,0,0,0,0,121,2528,41779,1312,0,0,0,0,0,0,3591,8502,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,22,0,0,0,0,0,0,1,26,0,0,0,0,0,0,501,70,29,3,0,0,0,0,3,144,1543,409,23,0,0,0,0,0,9,5489,113709,439,0,0,0,0,0,0,6438,3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,205,2,0,0,0,0,0,0,0,8,93,25,0,0,0,0,0,0,1918,19860,388,0,0,0,0,0,0,49,289,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,29,595,6,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18,35
ukbench00553.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3310,1268,0,0,0,0,0,0,556,1825,45,0,0,0,0,0,26,109,77,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,305,12,0,0,0,0,0,0,2129,5670,626,5,0,0,0,0,0,575,2070,1766,157,0,0,0,0,0,3,249,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,68,38,0,0,0,0,0,0,285,2268,40,1,0,0,0,0,10,4078,6624,381,1,0,0,0,0,5,1061,3456,706,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,76,55,0,0,0,0,0,0,101,322,61,0,0,0,0,0,83,2918,5411,121,0,0,0,0,0,43,11241,49240,1535,0,0,0,0,0,0,4342,6532,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,2,0,0,0,0,0,0,26,25,137,0,0,0,0,0,429,202,103,26,0,0,0,0,172,118,756,3261,280,0,0,0,0,2,21,4616,126601,4676,0,0,0,0,0,0,1533,5527,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,50,1,0,0,0,0,0,209,12,3,0,0,0,0,0,0,0,10,29,219,139,0,0,0,0,0,0,2397,32830,21,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukbench00554.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,8097,893,0,0,0,0,0,0,760,798,595,11,0,0,0,0,0,19,127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,455,18,0,0,0,0,0,0,1828,7535,453,3,0,0,0,0,3,767,1677,1062,45,0,0,0,0,0,1,233,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,52,16,0,0,0,0,0,0,371,3404,36,0,0,0,0,0,14,7202,13719,543,19,0,0,0,0,16,684,3352,717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,21,42,0,0,0,0,0,0,65,160,40,0,0,0,0,0,80,1694,875,56,0,0,0,0,3,108,2409,34808,3887,0,0,0,0,0,0,3236,10172,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,60,64,0,0,0,0,0,0,203,26,10,0,0,0,0,0,1021,188,16,1,0,0,0,0,3,129,1731,322,94,0,0,0,0,4,16,1900,158011,815,0,0,0,0,0,0,2009,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,2,26,22,3,1,0,0,0,0,0,1,10,718,300,0,0,0,0,0,0,4749,19384,67,0,0,0,0,0,0,7,36,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,172,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukbench00555.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,5539,136,0,0,0,0,0,0,888,1397,240,788,0,0,0,0,0,8,43,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,392,21,0,0,0,0,0,0,4813,5375,889,1,0,0,0,0,1,434,1435,988,1,0,0,0,0,0,2,330,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,25,23,0,0,0,0,0,0,380,3792,14,0,0,0,0,0,16,4680,5975,370,0,0,0,0,0,33,1843,2700,57,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,18,0,0,0,0,0,0,527,162,8,0,0,0,0,0,106,558,919,11,0,0,0,0,5,197,5232,66242,3600,0,0,0,0,0,0,6204,14643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,170,78,36,0,0,0,0,0,702,29,46,1,0,0,0,0,0,29,2650,872,28,0,0,0,0,6,5,8494,128444,1927,0,0,0,0,0,0,936,3523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,45,22,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,46,25,0,0,0,0,0,0,394,14981,395,0,0,0,0,0,0,26,348,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,566,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukbench00556.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2442,28,0,0,0,0,0,0,1183,126,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,453,303,27,0,0,0,0,0,3184,8493,52,0,0,0,0,0,1005,4951,75,0,0,0,0,0,30,259,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,438,219,20,0,0,0,0,85,2398,512,51,0,0,0,0,219,6445,7530,41,0,0,0,0,115,5861,2981,43,0,0,0,0,0,259,361,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,204,573,65,4,0,0,0,1,497,897,568,30,0,0,0,0,531,2279,1048,99,0,0,0,0,1602,6737,12460,82,0,0,0,0,1290,11076,2997,87,0,0,0,0,10,1116,877,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,10,845,443,15,2,0,0,0,18,509,1192,327,17,0,0,0,101,919,1210,1230,93,0,0,0,14,1388,3039,1535,317,0,0,0,11,2753,8045,16261,811,0,0,0,7,3766,9766,1678,1137,0,0,0,0,104,1944,221,0,0,0,0,0,0,0,0,0,0,0
5,0,0,248,1855,455,8,0,0,0,0,82,1794,2213,123,1,0,0,0,165,475,1619,625,11,0,0,0,440,5810,953,1630,176,0,0,0,20,1265,2174,1247,452,2,0,0,66,1865,4524,39892,2921,0,0,0,48,3660,3524,583,1335,0,0,0,0,40,360,54,1,0
6,0,0,0,724,2169,124,0,0,0,0,0,341,5037,3645,66,0,0,0,0,48,705,1360,310,2,0,0,11,903,363,587,464,2,0,0,0,360,2072,518,768,124,0,0,0,9,212,1243,1141,230,0,0,0,87,991,1129,11395,69,0,0,0,23,866,451,24,3
7,0,0,0,0,300,351,0,0,0,0,0,0,965,9295,7272,416,0,0,0,2,28,968,3579,1771,0,0,0,2,12,127,301,297,0,0,0,3,1505,319,103,54,0,0,0,0,120,2207,46,152,0,0,0,0,1,21,14,325,0,0,0,0,2,53,51,50
ukbench00557.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,14421,26,0,0,0,0,0,0,2082,66,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1092,267,14,0,0,0,0,0,6059,16902,53,1,0,0,0,0,986,3565,69,0,0,0,0,0,28,200,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
